Strength 6, Cards:  11 11 11 11 11, Bid:  435, Rank:  1000, Winnings:  435000
Strength 1, Cards:  11  4  3 13 11, Bid:   40, Rank:   366, Winnings:   14640
Strength 1, Cards:  11  3 11  6 10, Bid:  129, Rank:   365, Winnings:   47085
Strength 1, Cards:  11  3 11  5  8, Bid:  486, Rank:   364, Winnings:  176904
Strength 1, Cards:  11  3  4  6 11, Bid:  699, Rank:   363, Winnings:  253737
Strength 1, Cards:  11  2 12  8  2, Bid:  755, Rank:   362, Winnings:  273310
Strength 1, Cards:  11  2  6  2 13, Bid:   66, Rank:   361, Winnings:   23826
Strength 1, Cards:  11  2  2  7  9, Bid:  854, Rank:   360, Winnings:  307440
Strength 1, Cards:  10 14 14  6  3, Bid:  485, Rank:   359, Winnings:  174115
Strength 1, Cards:  10 14 10  7  2, Bid:   49, Rank:   358, Winnings:   17542
Strength 1, Cards:  10 14  2  8 14, Bid:  117, Rank:   357, Winnings:   41769
Strength 1, Cards:  10 13  8  5 10, Bid:  198, Rank:   356, Winnings:   70488
Strength 1, Cards:  10 13  2 10  3, Bid:  740, Rank:   355, Winnings:  262700
Strength 1, Cards:  10 12 11 10  8, Bid:  287, Rank:   354, Winnings:  101598
Strength 1, Cards:  10 11  7 14  7, Bid:  551, Rank:   353, Winnings:  194503
Strength 1, Cards:  10 11  4 10  7, Bid:  314, Rank:   352, Winnings:  110528
Strength 1, Cards:  10 10 11  6  3, Bid:  207, Rank:   351, Winnings:   72657
Strength 1, Cards:  10 10 11  4  8, Bid:  228, Rank:   350, Winnings:   79800
Strength 1, Cards:  10  8  3  3  2, Bid:  340, Rank:   349, Winnings:  118660
Strength 1, Cards:  10  7  4 11 11, Bid:  498, Rank:   348, Winnings:  173304
Strength 1, Cards:  10  5  5  8 12, Bid:  215, Rank:   347, Winnings:   74605
Strength 1, Cards:  10  5  5  2 14, Bid:  103, Rank:   346, Winnings:   35638
Strength 1, Cards:  10  5  3  9  3, Bid:  413, Rank:   345, Winnings:  142485
Strength 1, Cards:  10  4 11 11 13, Bid:  329, Rank:   344, Winnings:  113176
Strength 1, Cards:  10  4  4  2 14, Bid:  351, Rank:   343, Winnings:  120393
Strength 1, Cards:  10  4  3  3  5, Bid:  190, Rank:   342, Winnings:   64980
Strength 1, Cards:  10  2  5  2  3, Bid:   58, Rank:   341, Winnings:   19778
Strength 1, Cards:   9 13  8  4  8, Bid:  212, Rank:   340, Winnings:   72080
Strength 1, Cards:   9 12 14  9 10, Bid:  341, Rank:   339, Winnings:  115599
Strength 1, Cards:   9 12 12  5  4, Bid:  364, Rank:   338, Winnings:  123032
Strength 1, Cards:   9 11 10 12 11, Bid:  570, Rank:   337, Winnings:  192090
Strength 1, Cards:   9 11  8  8  2, Bid:  143, Rank:   336, Winnings:   48048
Strength 1, Cards:   9 11  6 12 12, Bid:  552, Rank:   335, Winnings:  184920
Strength 1, Cards:   9 11  3  9  8, Bid:  201, Rank:   334, Winnings:   67134
Strength 1, Cards:   9 11  2 11  7, Bid:  774, Rank:   333, Winnings:  257742
Strength 1, Cards:   9 10  3 10 11, Bid:  994, Rank:   332, Winnings:  330008
Strength 1, Cards:   9  9 12  6  3, Bid:  196, Rank:   331, Winnings:   64876
Strength 1, Cards:   9  9 11  2 13, Bid:  948, Rank:   330, Winnings:  312840
Strength 1, Cards:   9  9  4 13  8, Bid:  245, Rank:   329, Winnings:   80605
Strength 1, Cards:   9  9  4 10  5, Bid:  481, Rank:   328, Winnings:  157768
Strength 1, Cards:   9  8 11  9 12, Bid:  513, Rank:   327, Winnings:  167751
Strength 1, Cards:   9  7 10  7 11, Bid:  813, Rank:   326, Winnings:  265038
Strength 1, Cards:   9  7  2 14 14, Bid:  751, Rank:   325, Winnings:  244075
Strength 1, Cards:   9  5  8 13  8, Bid:  797, Rank:   324, Winnings:  258228
Strength 1, Cards:   9  4 12  9  3, Bid:  325, Rank:   323, Winnings:  104975
Strength 1, Cards:   8 14 11  8 10, Bid:  970, Rank:   322, Winnings:  312340
Strength 1, Cards:   8 14  8 10  6, Bid:  227, Rank:   321, Winnings:   72867
Strength 1, Cards:   8 12  3  9 12, Bid:  790, Rank:   320, Winnings:  252800
Strength 1, Cards:   8 12  3  8 11, Bid:  464, Rank:   319, Winnings:  148016
Strength 1, Cards:   8 11 13 11  5, Bid:  727, Rank:   318, Winnings:  231186
Strength 1, Cards:   8 11  4  3  4, Bid:  138, Rank:   317, Winnings:   43746
Strength 1, Cards:   8 10 10 14  3, Bid:  563, Rank:   316, Winnings:  177908
Strength 1, Cards:   8  6 13  2  6, Bid:  900, Rank:   315, Winnings:  283500
Strength 1, Cards:   8  5 11  8 14, Bid:  114, Rank:   314, Winnings:   35796
Strength 1, Cards:   8  5  9  5  2, Bid:  392, Rank:   313, Winnings:  122696
Strength 1, Cards:   8  3  2  3  6, Bid:  472, Rank:   312, Winnings:  147264
Strength 1, Cards:   8  2  3  8  4, Bid:  469, Rank:   311, Winnings:  145859
Strength 1, Cards:   7 14 14 10 11, Bid:  627, Rank:   310, Winnings:  194370
Strength 1, Cards:   7 14  8 13  8, Bid:  224, Rank:   309, Winnings:   69216
Strength 1, Cards:   7 13 12 12  2, Bid:  913, Rank:   308, Winnings:  281204
Strength 1, Cards:   7 11  9  5 11, Bid:  935, Rank:   307, Winnings:  287045
Strength 1, Cards:   7 11  2  2 13, Bid:   84, Rank:   306, Winnings:   25704
Strength 1, Cards:   7 10 14 14  8, Bid:  716, Rank:   305, Winnings:  218380
Strength 1, Cards:   7  9  4  6  7, Bid:  512, Rank:   304, Winnings:  155648
Strength 1, Cards:   7  8 11  8  5, Bid:  440, Rank:   303, Winnings:  133320
Strength 1, Cards:   7  8  3  7 11, Bid:  167, Rank:   302, Winnings:   50434
Strength 1, Cards:   7  7 10  9  6, Bid:   32, Rank:   301, Winnings:    9632
Strength 1, Cards:   7  7  6 11  3, Bid:  517, Rank:   300, Winnings:  155100
Strength 1, Cards:   7  7  4  8 11, Bid:  977, Rank:   299, Winnings:  292123
Strength 1, Cards:   7  6 13  2  7, Bid:  408, Rank:   298, Winnings:  121584
Strength 1, Cards:   7  6  9  7  2, Bid:   72, Rank:   297, Winnings:   21384
Strength 1, Cards:   7  4 14 14 13, Bid:  960, Rank:   296, Winnings:  284160
Strength 1, Cards:   7  4  8  7 12, Bid:  997, Rank:   295, Winnings:  294115
Strength 1, Cards:   7  4  2  7 11, Bid:  930, Rank:   294, Winnings:  273420
Strength 1, Cards:   7  3  9 14 14, Bid:  465, Rank:   293, Winnings:  136245
Strength 1, Cards:   7  2 14  2  4, Bid:   15, Rank:   292, Winnings:    4380
Strength 1, Cards:   6 14 11  2  6, Bid:  839, Rank:   291, Winnings:  244149
Strength 1, Cards:   6 14  6  5  4, Bid:   99, Rank:   290, Winnings:   28710
Strength 1, Cards:   6 13 13  9 11, Bid:  621, Rank:   289, Winnings:  179469
Strength 1, Cards:   6 13 10  8  8, Bid:  360, Rank:   288, Winnings:  103680
Strength 1, Cards:   6 13  6  7  8, Bid:  870, Rank:   287, Winnings:  249690
Strength 1, Cards:   6 13  6  2  9, Bid:  208, Rank:   286, Winnings:   59488
Strength 1, Cards:   6 12 14 12 10, Bid:  368, Rank:   285, Winnings:  104880
Strength 1, Cards:   6 11 10  4 10, Bid:  908, Rank:   284, Winnings:  257872
Strength 1, Cards:   6 11  8 14 11, Bid:  545, Rank:   283, Winnings:  154235
Strength 1, Cards:   6 11  8  6 13, Bid:  973, Rank:   282, Winnings:  274386
Strength 1, Cards:   6 11  7 10  7, Bid:  608, Rank:   281, Winnings:  170848
Strength 1, Cards:   6 11  6  5 12, Bid:  367, Rank:   280, Winnings:  102760
Strength 1, Cards:   6 11  6  3 13, Bid:  677, Rank:   279, Winnings:  188883
Strength 1, Cards:   6 11  6  2  4, Bid:  815, Rank:   278, Winnings:  226570
Strength 1, Cards:   6 10 13 11 10, Bid:  701, Rank:   277, Winnings:  194177
Strength 1, Cards:   6 10 10 14 13, Bid:   21, Rank:   276, Winnings:    5796
Strength 1, Cards:   6 10  9 14  9, Bid:  890, Rank:   275, Winnings:  244750
Strength 1, Cards:   6  9 10 13  9, Bid:  144, Rank:   274, Winnings:   39456
Strength 1, Cards:   6  8 10 10 11, Bid:  562, Rank:   273, Winnings:  153426
Strength 1, Cards:   6  8  8 11 10, Bid:  698, Rank:   272, Winnings:  189856
Strength 1, Cards:   6  7 11  7 13, Bid:  897, Rank:   271, Winnings:  243087
Strength 1, Cards:   6  7  5 11  6, Bid:  476, Rank:   270, Winnings:  128520
Strength 1, Cards:   6  6 12 10  9, Bid:   81, Rank:   269, Winnings:   21789
Strength 1, Cards:   6  6 10 14 11, Bid:  258, Rank:   268, Winnings:   69144
Strength 1, Cards:   6  6  5 10  7, Bid:  238, Rank:   267, Winnings:   63546
Strength 1, Cards:   6  5 10 10 11, Bid:  410, Rank:   266, Winnings:  109060
Strength 1, Cards:   6  3 13  6  8, Bid:  976, Rank:   265, Winnings:  258640
Strength 1, Cards:   6  3 11  9  3, Bid:   87, Rank:   264, Winnings:   22968
Strength 1, Cards:   6  2  3  9  3, Bid:   59, Rank:   263, Winnings:   15517
Strength 1, Cards:   5 14 13 14  7, Bid:  754, Rank:   262, Winnings:  197548
Strength 1, Cards:   5 14  6 14  4, Bid:  250, Rank:   261, Winnings:   65250
Strength 1, Cards:   5 14  5  6 13, Bid:  980, Rank:   260, Winnings:  254800
Strength 1, Cards:   5 13  9 13 11, Bid:  852, Rank:   259, Winnings:  220668
Strength 1, Cards:   5 13  8  4  4, Bid:  734, Rank:   258, Winnings:  189372
Strength 1, Cards:   5 13  5  7 14, Bid:  149, Rank:   257, Winnings:   38293
Strength 1, Cards:   5 12  5  3  8, Bid:   10, Rank:   256, Winnings:    2560
Strength 1, Cards:   5 11 11  6  2, Bid:  869, Rank:   255, Winnings:  221595
Strength 1, Cards:   5 11  6  7  7, Bid:  644, Rank:   254, Winnings:  163576
Strength 1, Cards:   5 11  2  5 10, Bid:  652, Rank:   253, Winnings:  164956
Strength 1, Cards:   5 10 13 11  5, Bid:  249, Rank:   252, Winnings:   62748
Strength 1, Cards:   5 10  6  6 14, Bid:  723, Rank:   251, Winnings:  181473
Strength 1, Cards:   5  9  9 14  4, Bid:  798, Rank:   250, Winnings:  199500
Strength 1, Cards:   5  9  6  9 12, Bid:  535, Rank:   249, Winnings:  133215
Strength 1, Cards:   5  7 11 14  5, Bid:  146, Rank:   248, Winnings:   36208
Strength 1, Cards:   5  6 11  9  9, Bid:  383, Rank:   247, Winnings:   94601
Strength 1, Cards:   5  5  9 13 11, Bid:   71, Rank:   246, Winnings:   17466
Strength 1, Cards:   4 14 14 10 11, Bid:  173, Rank:   245, Winnings:   42385
Strength 1, Cards:   4 14 10 10 11, Bid:  478, Rank:   244, Winnings:  116632
Strength 1, Cards:   4 14  4  2  7, Bid:   24, Rank:   243, Winnings:    5832
Strength 1, Cards:   4 13 10  4  9, Bid:  151, Rank:   242, Winnings:   36542
Strength 1, Cards:   4 12 11  8  8, Bid:  102, Rank:   241, Winnings:   24582
Strength 1, Cards:   4 12  5 10 12, Bid:  874, Rank:   240, Winnings:  209760
Strength 1, Cards:   4 10 12  2 10, Bid:  864, Rank:   239, Winnings:  206496
Strength 1, Cards:   4  6 14  4 11, Bid:   93, Rank:   238, Winnings:   22134
Strength 1, Cards:   4  6  3  6  5, Bid:  761, Rank:   237, Winnings:  180357
Strength 1, Cards:   4  5  7  4 12, Bid:  618, Rank:   236, Winnings:  145848
Strength 1, Cards:   4  4 12 11  3, Bid:  711, Rank:   235, Winnings:  167085
Strength 1, Cards:   4  4 11 14 10, Bid:  474, Rank:   234, Winnings:  110916
Strength 1, Cards:   4  4 11 10  3, Bid:  768, Rank:   233, Winnings:  178944
Strength 1, Cards:   4  2  5  5  6, Bid:  521, Rank:   232, Winnings:  120872
Strength 1, Cards:   3 13  4 12 13, Bid:  692, Rank:   231, Winnings:  159852
Strength 1, Cards:   3 12 14  4  4, Bid:  850, Rank:   230, Winnings:  195500
Strength 1, Cards:   3 11 13 14  3, Bid:  271, Rank:   229, Winnings:   62059
Strength 1, Cards:   3  9  5  4  5, Bid:  949, Rank:   228, Winnings:  216372
Strength 1, Cards:   3  8 11  5  5, Bid:   47, Rank:   227, Winnings:   10669
Strength 1, Cards:   3  8  5  3  9, Bid:  491, Rank:   226, Winnings:  110966
Strength 1, Cards:   3  6  8  3  5, Bid:  582, Rank:   225, Winnings:  130950
Strength 1, Cards:   3  5  2  4  2, Bid:    8, Rank:   224, Winnings:    1792
Strength 1, Cards:   3  3  6 14  2, Bid:  905, Rank:   223, Winnings:  201815
Strength 1, Cards:   3  2  2  9 10, Bid:  882, Rank:   222, Winnings:  195804
Strength 1, Cards:   2 13 13 11 14, Bid:  255, Rank:   221, Winnings:   56355
Strength 1, Cards:   2 11 14 13 14, Bid:  656, Rank:   220, Winnings:  144320
Strength 1, Cards:   2 11 13  7 11, Bid:  393, Rank:   219, Winnings:   86067
Strength 1, Cards:   2 11 13  2  4, Bid:  932, Rank:   218, Winnings:  203176
Strength 1, Cards:   2 11  2 13  3, Bid:  168, Rank:   217, Winnings:   36456
Strength 1, Cards:   2  9 10 10 11, Bid:  665, Rank:   216, Winnings:  143640
Strength 1, Cards:   2  7  6  8  8, Bid:  295, Rank:   215, Winnings:   63425
Strength 1, Cards:   2  7  4  4  5, Bid:  542, Rank:   214, Winnings:  115988
Strength 1, Cards:   2  4 12  3  2, Bid:  603, Rank:   213, Winnings:  128439
Strength 1, Cards:   2  3 13 13 12, Bid:  262, Rank:   212, Winnings:   55544
Strength 1, Cards:   2  3  9  4  9, Bid:  995, Rank:   211, Winnings:  209945
Strength 1, Cards:   2  3  5  3  7, Bid:  663, Rank:   210, Winnings:  139230
Strength 1, Cards:   2  2 13  5  3, Bid:  829, Rank:   209, Winnings:  173261
Strength 1, Cards:   2  2  8 11 13, Bid:  424, Rank:   208, Winnings:   88192
Strength 1, Cards:   2  2  6  8  3, Bid:   94, Rank:   207, Winnings:   19458
Strength 1, Cards:   2  2  4  3 10, Bid:   13, Rank:   206, Winnings:    2678
Strength 0, Cards:  14 13 11  5 10, Bid:  782, Rank:   205, Winnings:  160310
Strength 0, Cards:  14 13  8 12  4, Bid:  795, Rank:   204, Winnings:  162180
Strength 0, Cards:  14 12  8  6  3, Bid:   86, Rank:   203, Winnings:   17458
Strength 0, Cards:  14 11  7  9 13, Bid:  218, Rank:   202, Winnings:   44036
Strength 0, Cards:  14 10  6 12  9, Bid:  726, Rank:   201, Winnings:  145926
Strength 0, Cards:  14  8  7  9  6, Bid:  101, Rank:   200, Winnings:   20200
Strength 0, Cards:  14  8  6 13  2, Bid:  891, Rank:   199, Winnings:  177309
Strength 0, Cards:  14  6  2  4 12, Bid:  414, Rank:   198, Winnings:   81972
Strength 0, Cards:  14  5 12  9  8, Bid:  749, Rank:   197, Winnings:  147553
Strength 0, Cards:  14  5  6  2  8, Bid:  438, Rank:   196, Winnings:   85848
Strength 0, Cards:  14  4  6  2  8, Bid:   75, Rank:   195, Winnings:   14625
Strength 0, Cards:  14  4  2  3  8, Bid:  982, Rank:   194, Winnings:  190508
Strength 0, Cards:  14  3 11  2  6, Bid:  678, Rank:   193, Winnings:  130854
Strength 0, Cards:  14  2  6  3  9, Bid:   54, Rank:   192, Winnings:   10368
Strength 0, Cards:  14  2  5  6  3, Bid:  446, Rank:   191, Winnings:   85186
Strength 0, Cards:  13 14 10  6  3, Bid:  565, Rank:   190, Winnings:  107350
Strength 0, Cards:  13 14 10  4  7, Bid:  234, Rank:   189, Winnings:   44226
Strength 0, Cards:  13 14  9  3  4, Bid:   69, Rank:   188, Winnings:   12972
Strength 0, Cards:  13 14  2  6  3, Bid:  666, Rank:   187, Winnings:  124542
Strength 0, Cards:  13 12 11  2  5, Bid:  616, Rank:   186, Winnings:  114576
Strength 0, Cards:  13 11  8  3  9, Bid:  187, Rank:   185, Winnings:   34595
Strength 0, Cards:  13 10 11  2  7, Bid:  107, Rank:   184, Winnings:   19688
Strength 0, Cards:  13  9 11  8 14, Bid:  104, Rank:   183, Winnings:   19032
Strength 0, Cards:  13  8 11  7  2, Bid:  176, Rank:   182, Winnings:   32032
Strength 0, Cards:  13  7 11 10  4, Bid:   79, Rank:   181, Winnings:   14299
Strength 0, Cards:  13  7 11  8  4, Bid:  213, Rank:   180, Winnings:   38340
Strength 0, Cards:  13  6 12 10  7, Bid:  904, Rank:   179, Winnings:  161816
Strength 0, Cards:  13  6 10  9  5, Bid:   63, Rank:   178, Winnings:   11214
Strength 0, Cards:  13  5 11  4 12, Bid:  941, Rank:   177, Winnings:  166557
Strength 0, Cards:  13  5  3  2 10, Bid:  328, Rank:   176, Winnings:   57728
Strength 0, Cards:  13  4 14 11 10, Bid:  450, Rank:   175, Winnings:   78750
Strength 0, Cards:  12 14 11  3  9, Bid:  989, Rank:   174, Winnings:  172086
Strength 0, Cards:  12 14  8 11  4, Bid:  956, Rank:   173, Winnings:  165388
Strength 0, Cards:  12 10 14  6  8, Bid:  939, Rank:   172, Winnings:  161508
Strength 0, Cards:  12 10  6  4  2, Bid:  704, Rank:   171, Winnings:  120384
Strength 0, Cards:  12  9 11 10  6, Bid:  275, Rank:   170, Winnings:   46750
Strength 0, Cards:  12  9  7  6  4, Bid:   74, Rank:   169, Winnings:   12506
Strength 0, Cards:  12  9  7  5 10, Bid:  123, Rank:   168, Winnings:   20664
Strength 0, Cards:  12  8  2 11  4, Bid:  966, Rank:   167, Winnings:  161322
Strength 0, Cards:  12  7 14  4 13, Bid:  584, Rank:   166, Winnings:   96944
Strength 0, Cards:  12  7 10  8  2, Bid:  925, Rank:   165, Winnings:  152625
Strength 0, Cards:  12  6  5  2 13, Bid:   34, Rank:   164, Winnings:    5576
Strength 0, Cards:  12  5  9  3 13, Bid:  702, Rank:   163, Winnings:  114426
Strength 0, Cards:  12  5  8  9  2, Bid:  783, Rank:   162, Winnings:  126846
Strength 0, Cards:  12  5  4  8  2, Bid:  721, Rank:   161, Winnings:  116081
Strength 0, Cards:  12  3  8 13  5, Bid:  301, Rank:   160, Winnings:   48160
Strength 0, Cards:  12  2 14  6  5, Bid:  555, Rank:   159, Winnings:   88245
Strength 0, Cards:  12  2  9 13  6, Bid:  889, Rank:   158, Winnings:  140462
Strength 0, Cards:  12  2  7  4  8, Bid:  477, Rank:   157, Winnings:   74889
Strength 0, Cards:  12  2  6  8  5, Bid:  500, Rank:   156, Winnings:   78000
Strength 0, Cards:  12  2  4  7  5, Bid:  324, Rank:   155, Winnings:   50220
Strength 0, Cards:  11 14 12 10  7, Bid:  708, Rank:   154, Winnings:  109032
Strength 0, Cards:  11 14  5 12  9, Bid:  112, Rank:   153, Winnings:   17136
Strength 0, Cards:  11 14  4  6  7, Bid:  978, Rank:   152, Winnings:  148656
Strength 0, Cards:  11 13  6  8 14, Bid:  166, Rank:   151, Winnings:   25066
Strength 0, Cards:  11 12  5  6  8, Bid:   23, Rank:   150, Winnings:    3450
Strength 0, Cards:  11 10 12  7  2, Bid:  426, Rank:   149, Winnings:   63474
Strength 0, Cards:  11 10  7 14  6, Bid:  156, Rank:   148, Winnings:   23088
Strength 0, Cards:  11 10  6  9 13, Bid:  620, Rank:   147, Winnings:   91140
Strength 0, Cards:  11  4  7 13  3, Bid:  867, Rank:   146, Winnings:  126582
Strength 0, Cards:  11  3  9 10  7, Bid:  986, Rank:   145, Winnings:  142970
Strength 0, Cards:  10 13  8 14  9, Bid:  155, Rank:   144, Winnings:   22320
Strength 0, Cards:  10 13  8  2 14, Bid:  229, Rank:   143, Winnings:   32747
Strength 0, Cards:  10 11  9 14  2, Bid:  177, Rank:   142, Winnings:   25134
Strength 0, Cards:  10  9 13  5  2, Bid:  816, Rank:   141, Winnings:  115056
Strength 0, Cards:  10  9  3  6 14, Bid:  256, Rank:   140, Winnings:   35840
Strength 0, Cards:  10  7 12  6 14, Bid:  671, Rank:   139, Winnings:   93269
Strength 0, Cards:  10  7  8  6  4, Bid:    6, Rank:   138, Winnings:     828
Strength 0, Cards:  10  6  3 11 13, Bid:  763, Rank:   137, Winnings:  104531
Strength 0, Cards:  10  6  3  7  2, Bid:  580, Rank:   136, Winnings:   78880
Strength 0, Cards:  10  5  4  3 11, Bid:  602, Rank:   135, Winnings:   81270
Strength 0, Cards:  10  4  6 13  2, Bid:  923, Rank:   134, Winnings:  123682
Strength 0, Cards:  10  4  6  5 13, Bid:  927, Rank:   133, Winnings:  123291
Strength 0, Cards:  10  2  8  7 11, Bid:  181, Rank:   132, Winnings:   23892
Strength 0, Cards:   9 13  2  7 14, Bid:  881, Rank:   131, Winnings:  115411
Strength 0, Cards:   9 12 11 13 14, Bid:  305, Rank:   130, Winnings:   39650
Strength 0, Cards:   9 12  7  2  6, Bid:  695, Rank:   129, Winnings:   89655
Strength 0, Cards:   9 11 10 13 12, Bid:  718, Rank:   128, Winnings:   91904
Strength 0, Cards:   9 10 11  6  4, Bid:  147, Rank:   127, Winnings:   18669
Strength 0, Cards:   9  8 13  7 10, Bid:  211, Rank:   126, Winnings:   26586
Strength 0, Cards:   9  8 10  4 12, Bid:  967, Rank:   125, Winnings:  120875
Strength 0, Cards:   9  7 13 14  6, Bid:  106, Rank:   124, Winnings:   13144
Strength 0, Cards:   9  7 12 11  2, Bid:  347, Rank:   123, Winnings:   42681
Strength 0, Cards:   9  7 12 10  2, Bid:  453, Rank:   122, Winnings:   55266
Strength 0, Cards:   9  7  6  5 11, Bid:  473, Rank:   121, Winnings:   57233
Strength 0, Cards:   9  6 14 12  4, Bid:  917, Rank:   120, Winnings:  110040
Strength 0, Cards:   9  4  7 11 12, Bid:  539, Rank:   119, Winnings:   64141
Strength 0, Cards:   9  4  7  8 13, Bid:  179, Rank:   118, Winnings:   21122
Strength 0, Cards:   9  2 11 14 12, Bid:  654, Rank:   117, Winnings:   76518
Strength 0, Cards:   9  2  6 11 14, Bid:  203, Rank:   116, Winnings:   23548
Strength 0, Cards:   9  2  5 11 13, Bid:  243, Rank:   115, Winnings:   27945
Strength 0, Cards:   9  2  4 10  6, Bid:  713, Rank:   114, Winnings:   81282
Strength 0, Cards:   8 14  4  7 13, Bid:  998, Rank:   113, Winnings:  112774
Strength 0, Cards:   8 10 12  5  3, Bid:  988, Rank:   112, Winnings:  110656
Strength 0, Cards:   8  9  3 12  7, Bid:  471, Rank:   111, Winnings:   52281
Strength 0, Cards:   8  9  2  7 14, Bid:  516, Rank:   110, Winnings:   56760
Strength 0, Cards:   8  3 10  4 11, Bid:  720, Rank:   109, Winnings:   78480
Strength 0, Cards:   8  3  2 12  7, Bid:  388, Rank:   108, Winnings:   41904
Strength 0, Cards:   8  2  7  4  9, Bid:  569, Rank:   107, Winnings:   60883
Strength 0, Cards:   7 14  3 13  9, Bid:  886, Rank:   106, Winnings:   93916
Strength 0, Cards:   7 14  3  2  9, Bid:  991, Rank:   105, Winnings:  104055
Strength 0, Cards:   7 12  2  5 13, Bid:  809, Rank:   104, Winnings:   84136
Strength 0, Cards:   7 11  6  4  3, Bid:  857, Rank:   103, Winnings:   88271
Strength 0, Cards:   7 11  6  2 13, Bid:  494, Rank:   102, Winnings:   50388
Strength 0, Cards:   7 11  6  2 12, Bid:  209, Rank:   101, Winnings:   21109
Strength 0, Cards:   7 11  4  5  9, Bid:  944, Rank:   100, Winnings:   94400
Strength 0, Cards:   7  9 14 13 12, Bid:  853, Rank:    99, Winnings:   84447
Strength 0, Cards:   7  9 11  8  2, Bid:   60, Rank:    98, Winnings:    5880
Strength 0, Cards:   7  9  6  5  4, Bid:  938, Rank:    97, Winnings:   90986
Strength 0, Cards:   7  9  3  5  4, Bid:  267, Rank:    96, Winnings:   25632
Strength 0, Cards:   7  9  2  8  5, Bid:  174, Rank:    95, Winnings:   16530
Strength 0, Cards:   7  5 14 11  4, Bid:  152, Rank:    94, Winnings:   14288
Strength 0, Cards:   7  5 12  2 11, Bid:  974, Rank:    93, Winnings:   90582
Strength 0, Cards:   7  4 10 11  8, Bid:  466, Rank:    92, Winnings:   42872
Strength 0, Cards:   7  4  6  8 13, Bid:  460, Rank:    91, Winnings:   41860
Strength 0, Cards:   7  3  8 11 12, Bid:  135, Rank:    90, Winnings:   12150
Strength 0, Cards:   7  3  8  4 10, Bid:  820, Rank:    89, Winnings:   72980
Strength 0, Cards:   7  3  6  4  2, Bid:  458, Rank:    88, Winnings:   40304
Strength 0, Cards:   6 14  7  3  8, Bid:   70, Rank:    87, Winnings:    6090
Strength 0, Cards:   6 12 13 10  5, Bid:   73, Rank:    86, Winnings:    6278
Strength 0, Cards:   6 12 11  9  3, Bid:  859, Rank:    85, Winnings:   73015
Strength 0, Cards:   6 11 13  4  9, Bid:  922, Rank:    84, Winnings:   77448
Strength 0, Cards:   6 11  8 13 10, Bid:  924, Rank:    83, Winnings:   76692
Strength 0, Cards:   6 11  8  2  3, Bid:  407, Rank:    82, Winnings:   33374
Strength 0, Cards:   6 11  5  7  8, Bid:  411, Rank:    81, Winnings:   33291
Strength 0, Cards:   6 11  4  2  7, Bid:  635, Rank:    80, Winnings:   50800
Strength 0, Cards:   6  9 13  7  3, Bid:   48, Rank:    79, Winnings:    3792
Strength 0, Cards:   6  7  8 10  9, Bid:  266, Rank:    78, Winnings:   20748
Strength 0, Cards:   6  5  8 10  7, Bid:  643, Rank:    77, Winnings:   49511
Strength 0, Cards:   6  5  4  8  2, Bid:  559, Rank:    76, Winnings:   42484
Strength 0, Cards:   6  3  5 11  9, Bid:  157, Rank:    75, Winnings:   11775
Strength 0, Cards:   5 13  4  8  9, Bid:  320, Rank:    74, Winnings:   23680
Strength 0, Cards:   5 13  3  2  6, Bid:  578, Rank:    73, Winnings:   42194
Strength 0, Cards:   5 12 13  6  7, Bid:  567, Rank:    72, Winnings:   40824
Strength 0, Cards:   5 12  2 13  9, Bid:  251, Rank:    71, Winnings:   17821
Strength 0, Cards:   5 11  7  2  6, Bid:  697, Rank:    70, Winnings:   48790
Strength 0, Cards:   5 10 13 14  7, Bid:  436, Rank:    69, Winnings:   30084
Strength 0, Cards:   5 10 12 13  3, Bid:  984, Rank:    68, Winnings:   66912
Strength 0, Cards:   5 10 12 11  4, Bid:  447, Rank:    67, Winnings:   29949
Strength 0, Cards:   5 10  6 11  2, Bid:  479, Rank:    66, Winnings:   31614
Strength 0, Cards:   5  9  8  4 10, Bid:  657, Rank:    65, Winnings:   42705
Strength 0, Cards:   5  9  4 11 10, Bid:    7, Rank:    64, Winnings:     448
Strength 0, Cards:   5  8 10  4  3, Bid:  653, Rank:    63, Winnings:   41139
Strength 0, Cards:   5  8  9  6 14, Bid:  463, Rank:    62, Winnings:   28706
Strength 0, Cards:   5  7 10 14  2, Bid:  139, Rank:    61, Winnings:    8479
Strength 0, Cards:   5  7  3 14  9, Bid:  946, Rank:    60, Winnings:   56760
Strength 0, Cards:   5  6 11  4  2, Bid:  962, Rank:    59, Winnings:   56758
Strength 0, Cards:   5  6 10 12  7, Bid:  911, Rank:    58, Winnings:   52838
Strength 0, Cards:   5  4  3  8 11, Bid:  331, Rank:    57, Winnings:   18867
Strength 0, Cards:   5  3  2 14  8, Bid:  598, Rank:    56, Winnings:   33488
Strength 0, Cards:   5  2 14  7  6, Bid:  851, Rank:    55, Winnings:   46805
Strength 0, Cards:   4 14  2  3  7, Bid:  841, Rank:    54, Winnings:   45414
Strength 0, Cards:   4 13 12  6  3, Bid:  273, Rank:    53, Winnings:   14469
Strength 0, Cards:   4 13  9  5  6, Bid:  546, Rank:    52, Winnings:   28392
Strength 0, Cards:   4 13  7  5 14, Bid:  126, Rank:    51, Winnings:    6426
Strength 0, Cards:   4 12  6 11  8, Bid:  454, Rank:    50, Winnings:   22700
